Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
2,0.415,0.31,0.105,0.3265,0.1285,0.0625,0.095,6
2,0.535,0.41,0.14,0.7355,0.3305,0.162,0.2,7
0,0.7,0.545,0.175,1.566,0.7495,0.3095,0.39,10
1,0.695,0.55,0.165,1.527,0.6645,0.384,0.3925,12
1,0.515,0.39,0.12,0.6765,0.3175,0.1215,0.174,9
2,0.435,0.335,0.135,0.4035,0.174,0.084,0.12,7
0,0.53,0.42,0.14,0.879,0.3385,0.1815,0.245,14
2,0.53,0.44,0.14,0.7365,0.325,0.1315,0.238,10
2,0.48,0.355,0.125,0.573,0.2865,0.113,0.1535,9
2,0.475,0.36,0.125,0.5785,0.2365,0.11,0.165,8
1,0.505,0.405,0.14,0.7765,0.2565,0.174,0.285,12
1,0.58,0.46,0.135,0.8295,0.3895,0.1845,0.225,10
2,0.405,0.32,0.125,0.316,0.1385,0.0585,0.0915,7
1,0.575,0.46,0.16,0.966,0.3165,0.1865,0.36,17
0,0.575,0.46,0.13,0.6885,0.346,0.1315,0.18,11
2,0.77,0.6,0.215,2.7795,1.1455,0.548,0.691,12
1,0.575,0.44,0.13,1.068,0.4635,0.2065,0.265,13
2,0.53,0.405,0.185,0.8395,0.2655,0.153,0.25,21
1,0.55,0.425,0.135,0.874,0.3665,0.1725,0.234,9
0,0.595,0.48,0.19,1.056,0.3985,0.2255,0.395,16
0,0.72,0.545,0.175,1.5175,0.6715,0.3745,0.4,11
1,0.515,0.415,0.125,0.775,0.3385,0.1815,0.2135,8
0,0.635,0.495,0.17,1.2925,0.5685,0.317,0.335,10
2,0.495,0.4,0.135,0.5445,0.248,0.1185,0.1715,9
2,0.44,0.345,0.12,0.4475,0.21,0.0825,0.125,7
0,0.595,0.46,0.16,1.107,0.4775,0.223,0.34,11
1,0.64,0.495,0.19,1.297,0.549,0.3485,0.31,11
1,0.575,0.435,0.15,0.873,0.3675,0.1725,0.235,12
1,0.59,0.46,0.15,0.872,0.3635,0.1855,0.24,8
0,0.505,0.385,0.115,0.6335,0.2645,0.1175,0.215,11
2,0.44,0.315,0.1,0.3745,0.158,0.0865,0.11,9
1,0.62,0.515,0.215,1.4005,0.564,0.3225,0.43,14
1,0.58,0.455,0.16,1.0735,0.4375,0.2585,0.315,15
1,0.575,0.455,0.135,0.926,0.4485,0.1955,0.24,9
2,0.275,0.2,0.075,0.084,0.0245,0.0215,0.03,6
2,0.215,0.15,0.055,0.0475,0.018,0.0105,0.0155,5
0,0.62,0.49,0.19,1.129,0.4605,0.2255,0.355,13
0,0.48,0.375,0.13,0.5885,0.23,0.108,0.19,9
2,0.515,0.42,0.14,0.6755,0.2465,0.149,0.2225,9
1,0.575,0.45,0.14,0.984,0.44,0.2095,0.245,9
1,0.685,0.535,0.16,1.6225,0.5415,0.3365,0.525,13
2,0.595,0.475,0.155,0.9365,0.434,0.196,0.287,12
0,0.72,0.565,0.205,2.1995,0.9895,0.4265,0.5,11
2,0.36,0.275,0.09,0.2425,0.099,0.0485,0.073,6
2,0.375,0.26,0.07,0.183,0.082,0.0395,0.0405,5
0,0.625,0.48,0.17,1.2355,0.4865,0.278,0.365,10
0,0.47,0.365,0.135,0.494,0.209,0.09,0.155,10
2,0.47,0.375,0.12,0.6355,0.2555,0.1285,0.17,8
2,0.59,0.465,0.175,1.0835,0.4675,0.2455,0.32,12
0,0.625,0.48,0.195,1.3835,0.5865,0.302,0.3185,9
0,0.6,0.465,0.155,1.055,0.5105,0.1965,0.25,9
0,0.6,0.47,0.16,1.1345,0.5265,0.2595,0.305,10
1,0.62,0.475,0.155,0.957,0.4255,0.1965,0.265,9
2,0.445,0.33,0.085,0.2965,0.125,0.063,0.09,7
1,0.355,0.275,0.105,0.251,0.096,0.0585,0.085,9
2,0.415,0.325,0.1,0.3535,0.157,0.057,0.105,8
2,0.295,0.215,0.065,0.1015,0.0425,0.021,0.031,6
0,0.61,0.48,0.18,1.1345,0.4525,0.2695,0.335,12
1,0.34,0.26,0.085,0.1915,0.0825,0.037,0.065,9
2,0.45,0.36,0.105,0.4965,0.222,0.1245,0.1245,9
1,0.5,0.39,0.125,0.5795,0.2145,0.1265,0.18,11
2,0.56,0.445,0.14,0.8175,0.2795,0.183,0.26,9
1,0.645,0.48,0.16,1.221,0.6215,0.2435,0.3265,9
1,0.68,0.58,0.175,1.662,0.6565,0.378,0.4715,10
2,0.355,0.27,0.075,0.204,0.09,0.042,0.054,7
2,0.46,0.38,0.12,0.494,0.2275,0.0905,0.15,8
2,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
1,0.605,0.49,0.17,1.0985,0.5415,0.2485,0.2775,9
1,0.67,0.48,0.24,1.472,0.637,0.3715,0.3355,10
0,0.51,0.405,0.135,0.7805,0.296,0.184,0.185,13
1,0.53,0.42,0.14,0.702,0.2765,0.1665,0.2415,9
2,0.365,0.26,0.09,0.1855,0.073,0.0265,0.075,6
1,0.59,0.475,0.14,0.9455,0.3815,0.184,0.27,12
2,0.53,0.43,0.12,0.772,0.2825,0.161,0.26,15
0,0.695,0.55,0.2,1.74,0.885,0.3715,0.43,12
1,0.66,0.515,0.195,1.4385,0.667,0.3525,0.3885,10
2,0.29,0.225,0.06,0.1285,0.0645,0.024,0.037,5
2,0.56,0.45,0.17,0.853,0.3065,0.1665,0.236,10
2,0.475,0.36,0.125,0.5305,0.214,0.1095,0.1555,8
2,0.44,0.315,0.105,0.388,0.1645,0.0935,0.11,8
0,0.58,0.44,0.155,0.8435,0.3895,0.2055,0.235,9
0,0.505,0.39,0.135,0.7665,0.3075,0.1335,0.2,14
2,0.435,0.345,0.1,0.3685,0.1515,0.0625,0.11,8
0,0.56,0.44,0.125,0.844,0.3695,0.185,0.237,9
0,0.355,0.255,0.09,0.169,0.058,0.042,0.06,9
1,0.585,0.46,0.165,0.9885,0.4145,0.195,0.32,13
2,0.32,0.23,0.085,0.18,0.095,0.0285,0.03,6
1,0.585,0.455,0.145,0.977,0.4325,0.2075,0.269,9
0,0.745,0.585,0.205,2.3235,1.1455,0.541,0.602,11
0,0.65,0.525,0.16,1.494,0.6535,0.2945,0.4375,11
1,0.615,0.485,0.165,1.153,0.4815,0.2195,0.4,13
2,0.38,0.285,0.088,0.2155,0.0985,0.0315,0.055,5
0,0.605,0.475,0.165,1.0445,0.4775,0.2185,0.295,12
0,0.66,0.525,0.195,1.8165,0.8325,0.3725,0.37,11
2,0.53,0.41,0.13,0.699,0.282,0.15,0.215,10
0,0.535,0.405,0.13,0.6875,0.2735,0.1565,0.18,10
2,0.45,0.34,0.13,0.4055,0.1695,0.073,0.105,6
1,0.625,0.46,0.145,0.9595,0.3545,0.1715,0.265,10
2,0.165,0.125,0.05,0.0145,0.0055,0.004,0.0025,4
0,0.56,0.44,0.155,0.8785,0.328,0.166,0.28,15
0,0.585,0.465,0.16,1.0455,0.4495,0.2355,0.325,19
1,0.525,0.425,0.14,0.7995,0.295,0.1605,0.24,14
1,0.645,0.51,0.18,1.4985,0.6245,0.3595,0.425,12
2,0.215,0.165,0.055,0.0515,0.021,0.007,0.0125,5
1,0.73,0.575,0.22,2.012,0.8915,0.5265,0.471,11
2,0.445,0.36,0.11,0.4355,0.1675,0.0955,0.12,7
0,0.28,0.21,0.08,0.124,0.0385,0.033,0.03,12
0,0.625,0.485,0.15,1.242,0.6345,0.2425,0.317,10
1,0.61,0.47,0.17,1.062,0.425,0.244,0.37,12
0,0.47,0.355,0.105,0.4475,0.193,0.1055,0.13,8
1,0.62,0.48,0.15,1.1565,0.539,0.2385,0.3335,9
1,0.48,0.35,0.115,0.4885,0.186,0.1045,0.175,9
1,0.705,0.555,0.195,1.4385,0.6645,0.2735,0.386,12
2,0.43,0.32,0.1,0.407,0.2055,0.092,0.103,8
0,0.575,0.45,0.135,0.9295,0.4215,0.207,0.26,10
0,0.53,0.405,0.13,0.5895,0.2385,0.1455,0.193,9
0,0.565,0.44,0.135,0.8565,0.3285,0.1625,0.275,11
2,0.505,0.385,0.125,0.615,0.273,0.1275,0.205,10
2,0.475,0.355,0.125,0.4795,0.2295,0.1055,0.1395,8
2,0.375,0.26,0.095,0.2295,0.0905,0.051,0.072,7
2,0.35,0.265,0.09,0.232,0.0885,0.034,0.0765,6
1,0.68,0.55,0.185,1.567,0.4775,0.2935,0.485,12
1,0.65,0.525,0.16,1.4405,0.594,0.3045,0.44,12
2,0.41,0.31,0.1,0.315,0.125,0.081,0.098,6
2,0.315,0.23,0.075,0.141,0.0515,0.0265,0.045,7
1,0.685,0.52,0.215,1.7855,0.7765,0.318,0.446,11
2,0.305,0.235,0.075,0.1485,0.0585,0.0355,0.044,5
0,0.475,0.365,0.11,0.6605,0.2845,0.166,0.15,8
1,0.6,0.475,0.18,1.2095,0.5355,0.2275,0.343,9
2,0.35,0.265,0.085,0.2255,0.0995,0.0485,0.07,7
1,0.505,0.4,0.12,0.6015,0.2555,0.1455,0.17,9
0,0.475,0.365,0.105,0.459,0.2155,0.113,0.125,8
2,0.315,0.24,0.075,0.17,0.0585,0.04,0.042,6
0,0.605,0.45,0.165,1.1085,0.4385,0.225,0.335,13
0,0.715,0.565,0.205,1.9525,0.8115,0.4185,0.4135,13
0,0.615,0.465,0.155,1.013,0.4525,0.2095,0.325,12
1,0.66,0.53,0.19,1.5335,0.724,0.3135,0.4075,11
0,0.575,0.44,0.13,0.8765,0.419,0.18,0.235,8
2,0.195,0.13,0.03,0.028,0.009,0.005,0.0085,5
1,0.65,0.525,0.215,1.7365,0.488,0.276,0.665,21
2,0.415,0.325,0.095,0.313,0.1515,0.0715,0.09,8
1,0.545,0.43,0.14,0.7955,0.3655,0.173,0.245,10
2,0.515,0.39,0.125,0.615,0.3175,0.1425,0.15,8
1,0.565,0.455,0.16,0.97,0.342,0.195,0.355,9
2,0.515,0.395,0.14,0.664,0.2755,0.148,0.205,13
0,0.645,0.525,0.19,1.415,0.5935,0.325,0.425,13
0,0.385,0.305,0.1,0.3435,0.14,0.082,0.095,8
1,0.61,0.475,0.165,1.0735,0.3875,0.2105,0.32,14
0,0.695,0.525,0.17,1.8095,0.784,0.391,0.455,11
2,0.465,0.365,0.11,0.4285,0.181,0.0715,0.13,7
1,0.59,0.465,0.185,1.0235,0.4395,0.2235,0.295,10
2,0.415,0.305,0.1,0.28,0.115,0.0675,0.095,6
0,0.55,0.42,0.175,0.769,0.3495,0.1685,0.21,12
0,0.635,0.495,0.15,1.1835,0.5245,0.2655,0.355,9
1,0.585,0.455,0.145,0.7745,0.3345,0.1625,0.26,10
1,0.595,0.455,0.15,0.824,0.3465,0.1775,0.265,11
0,0.615,0.465,0.155,1.2355,0.4285,0.2495,0.39,15
1,0.65,0.52,0.175,1.3165,0.4565,0.3035,0.45,13
2,0.255,0.18,0.055,0.086,0.04,0.014,0.025,6
2,0.46,0.355,0.11,0.4675,0.2125,0.09,0.125,7
0,0.58,0.44,0.145,0.869,0.3555,0.1825,0.265,10
2,0.58,0.445,0.17,0.7995,0.336,0.164,0.249,9
2,0.385,0.29,0.085,0.293,0.134,0.0615,0.085,6
2,0.19,0.13,0.03,0.0275,0.0125,0.005,0.009,4
2,0.34,0.26,0.09,0.17,0.063,0.0355,0.055,7
2,0.435,0.325,0.1,0.3595,0.1625,0.072,0.1075,7
1,0.525,0.42,0.13,0.8075,0.3745,0.182,0.22,9
2,0.5,0.39,0.11,0.543,0.2355,0.108,0.16,8
1,0.595,0.475,0.15,1.0145,0.4355,0.214,0.325,10
1,0.59,0.465,0.155,1.0255,0.446,0.229,0.28,11
2,0.295,0.215,0.085,0.1275,0.0575,0.0295,0.032,7
2,0.415,0.315,0.11,0.379,0.1615,0.0755,0.11,7
1,0.455,0.355,0.12,0.513,0.2555,0.0895,0.135,8
2,0.435,0.335,0.125,0.406,0.1675,0.0885,0.115,9
2,0.42,0.31,0.1,0.2825,0.1145,0.0635,0.085,7
1,0.5,0.39,0.135,0.6645,0.2845,0.128,0.22,12
2,0.255,0.195,0.06,0.0735,0.0255,0.02,0.025,4
1,0.58,0.455,0.135,1.091,0.5155,0.2155,0.2905,10
0,0.54,0.44,0.14,0.8395,0.356,0.1905,0.235,13
2,0.355,0.26,0.07,0.217,0.0955,0.033,0.056,5
0,0.54,0.42,0.145,0.8115,0.3875,0.166,0.2,9
2,0.435,0.34,0.1,0.44,0.1945,0.0855,0.12,8
1,0.4,0.315,0.1,0.3665,0.1735,0.085,0.0965,7
1,0.68,0.515,0.185,1.587,0.6325,0.3465,0.4305,12
2,0.52,0.395,0.125,0.5805,0.2445,0.1335,0.188,9
1,0.575,0.46,0.13,0.955,0.458,0.2055,0.263,8
1,0.61,0.475,0.16,1.1365,0.5375,0.2285,0.271,8
0,0.45,0.355,0.11,0.4385,0.196,0.099,0.13,10
2,0.575,0.475,0.145,0.873,0.364,0.1715,0.269,13
2,0.46,0.34,0.1,0.394,0.199,0.0835,0.089,7
0,0.64,0.545,0.205,1.4335,0.4915,0.2665,0.465,22
0,0.59,0.455,0.135,0.966,0.391,0.1715,0.285,10
1,0.585,0.485,0.165,1.079,0.4145,0.2145,0.36,12
2,0.44,0.305,0.095,0.366,0.174,0.0785,0.105,7
1,0.655,0.54,0.215,1.8495,0.567,0.3255,0.58,21
1,0.505,0.4,0.125,0.615,0.261,0.1355,0.145,8
0,0.6,0.45,0.14,0.9205,0.445,0.2035,0.253,9
0,0.6,0.475,0.155,0.97,0.4325,0.1685,0.31,12
2,0.285,0.21,0.075,0.127,0.0445,0.028,0.031,4
2,0.525,0.4,0.14,0.6615,0.2855,0.1285,0.1825,10
0,0.475,0.36,0.125,0.515,0.2165,0.117,0.16,16
2,0.31,0.235,0.08,0.1585,0.075,0.0305,0.045,7
1,0.505,0.4,0.14,0.6435,0.2645,0.1645,0.19,12
2,0.355,0.26,0.085,0.1735,0.077,0.0315,0.054,6
2,0.455,0.35,0.11,0.452,0.2385,0.0855,0.1135,7
0,0.605,0.4705,0.155,0.9885,0.4425,0.19,0.2385,10
2,0.58,0.46,0.18,0.972,0.4345,0.1905,0.2775,11
2,0.485,0.375,0.135,0.5705,0.2355,0.1165,0.16,11
2,0.485,0.385,0.12,0.6915,0.3485,0.131,0.185,8
0,0.675,0.52,0.18,1.539,0.6345,0.2965,0.403,9
0,0.455,0.365,0.095,0.4555,0.1765,0.0905,0.15,14
0,0.515,0.4,0.125,0.6355,0.2945,0.1245,0.15,9
0,0.605,0.47,0.165,1.1495,0.5275,0.2385,0.335,11
1,0.5,0.38,0.125,0.6355,0.2505,0.1565,0.175,9
0,0.455,0.36,0.115,0.457,0.1885,0.1015,0.147,10
2,0.53,0.42,0.14,0.8055,0.3105,0.1845,0.26,11
0,0.69,0.54,0.175,1.541,0.7105,0.3595,0.41,11
1,0.61,0.47,0.165,1.1345,0.547,0.24,0.2725,9
2,0.475,0.335,0.1,0.4545,0.2165,0.1105,0.115,9
1,0.63,0.49,0.15,1.0715,0.4835,0.2555,0.3,11
0,0.655,0.515,0.17,1.494,0.7335,0.3035,0.389,9
0,0.65,0.505,0.16,1.3725,0.6805,0.2475,0.365,11
2,0.515,0.4,0.135,0.6965,0.3045,0.1255,0.2,8
0,0.62,0.48,0.24,1.153,0.5075,0.2315,0.33,14
0,0.7,0.525,0.19,1.6015,0.784,0.3655,0.432,11
2,0.335,0.25,0.075,0.18,0.0745,0.0335,0.055,5
1,0.585,0.455,0.155,1.0525,0.4915,0.2635,0.265,9
2,0.55,0.42,0.145,0.7385,0.3155,0.166,0.18,8
2,0.335,0.25,0.085,0.1915,0.077,0.0395,0.06,6
2,0.465,0.345,0.105,0.4325,0.191,0.1065,0.12,8
1,0.655,0.535,0.175,1.46,0.6485,0.2735,0.4395,10
2,0.445,0.355,0.115,0.3615,0.1565,0.0785,0.117,8
0,0.665,0.515,0.19,1.6385,0.831,0.3575,0.445,11
2,0.375,0.28,0.095,0.2215,0.097,0.0455,0.062,7
2,0.245,0.195,0.06,0.095,0.04,0.0245,0.026,7
0,0.475,0.375,0.135,0.487,0.196,0.099,0.135,10
1,0.47,0.345,0.115,0.457,0.192,0.105,0.143,8
2,0.415,0.325,0.105,0.3455,0.1465,0.0795,0.11,9
2,0.445,0.325,0.1,0.3675,0.151,0.0785,0.105,7
1,0.71,0.575,0.215,1.931,0.8875,0.3935,0.506,11
2,0.46,0.35,0.1,0.4355,0.1825,0.096,0.1175,7
2,0.24,0.175,0.045,0.064,0.0215,0.01,0.02,4
1,0.6,0.465,0.18,1.1405,0.547,0.231,0.335,12
0,0.6,0.475,0.145,0.9555,0.4845,0.1665,0.259,9
2,0.275,0.21,0.07,0.121,0.0475,0.0385,0.0205,6
0,0.585,0.47,0.15,0.974,0.4525,0.2175,0.263,10
0,0.5,0.385,0.165,0.834,0.2875,0.1815,0.265,18
1,0.605,0.475,0.155,1.059,0.419,0.2635,0.355,18
1,0.57,0.435,0.135,0.7865,0.332,0.1545,0.235,18
0,0.485,0.395,0.15,0.6295,0.1815,0.127,0.215,14
0,0.535,0.42,0.14,0.7305,0.3035,0.1585,0.215,10
0,0.29,0.225,0.075,0.152,0.0515,0.0305,0.045,5
2,0.535,0.43,0.14,0.7165,0.2795,0.158,0.2155,11
0,0.445,0.335,0.125,0.4025,0.159,0.079,0.16,12
0,0.54,0.405,0.135,0.742,0.32,0.1295,0.21,8
1,0.545,0.405,0.125,0.7055,0.2745,0.1405,0.21,8
0,0.53,0.435,0.175,0.973,0.2985,0.2135,0.265,12
2,0.565,0.44,0.14,0.873,0.3315,0.1815,0.2385,10
2,0.255,0.19,0.07,0.093,0.0235,0.02,0.025,5
1,0.48,0.37,0.14,0.5475,0.2435,0.1075,0.163,9
0,0.44,0.37,0.135,0.4065,0.1325,0.074,0.14,10
0,0.67,0.505,0.195,1.4005,0.6255,0.36,0.38,11
0,0.65,0.5,0.195,1.4015,0.6165,0.3365,0.3725,10
0,0.6,0.475,0.155,0.99,0.386,0.1965,0.3105,10
0,0.635,0.485,0.175,1.514,0.4895,0.2435,0.515,20
1,0.6,0.465,0.15,0.9895,0.4235,0.199,0.265,12
2,0.45,0.35,0.11,0.4775,0.2025,0.0835,0.13,8
1,0.63,0.525,0.185,1.36,0.4055,0.2955,0.42,17
2,0.435,0.32,0.09,0.308,0.1515,0.0575,0.0965,7
1,0.545,0.475,0.155,0.871,0.4115,0.1945,0.22,10
1,0.67,0.525,0.19,1.3595,0.5405,0.35,0.315,13
2,0.565,0.435,0.115,0.7845,0.2515,0.153,0.32,11
0,0.57,0.45,0.15,1.0485,0.4485,0.1915,0.295,13
0,0.6,0.46,0.15,1.012,0.477,0.2345,0.295,9
0,0.67,0.565,0.215,1.786,0.6645,0.3195,0.58,16
0,0.575,0.45,0.165,0.8465,0.3485,0.1625,0.23,11
2,0.5,0.385,0.125,0.6175,0.2945,0.1235,0.16,8
2,0.57,0.45,0.17,0.8465,0.339,0.2005,0.285,10
0,0.5,0.375,0.115,0.5495,0.2215,0.118,0.17,8
2,0.375,0.28,0.1,0.226,0.105,0.038,0.07,9
2,0.35,0.26,0.085,0.1775,0.0635,0.0355,0.055,6
2,0.555,0.415,0.135,0.7665,0.3415,0.1455,0.18,9
2,0.295,0.215,0.09,0.124,0.05,0.032,0.04,5
0,0.705,0.565,0.19,1.6885,0.5305,0.3395,0.49,12
0,0.58,0.45,0.155,0.9025,0.2875,0.182,0.295,18
2,0.55,0.43,0.13,0.738,0.341,0.1455,0.1985,8
0,0.54,0.43,0.14,0.7295,0.3285,0.1425,0.215,8
1,0.535,0.395,0.145,0.7955,0.3525,0.1615,0.2475,10
0,0.655,0.535,0.19,1.4995,0.633,0.3315,0.461,11
1,0.44,0.325,0.125,0.441,0.1755,0.1075,0.14,10
2,0.53,0.415,0.135,0.6095,0.3045,0.1135,0.18,9
2,0.535,0.42,0.13,0.7165,0.345,0.1255,0.2095,9
2,0.435,0.325,0.11,0.394,0.1405,0.086,0.12,7
1,0.665,0.5,0.165,1.2975,0.6075,0.314,0.315,9
0,0.575,0.44,0.135,0.9955,0.4245,0.23,0.2775,9
2,0.55,0.425,0.14,0.9285,0.3135,0.1785,0.39,13
0,0.575,0.45,0.185,1.0265,0.4935,0.2565,0.2565,9
0,0.55,0.46,0.155,0.869,0.3155,0.194,0.31,11
0,0.605,0.485,0.175,1.2355,0.4605,0.2405,0.415,20
2,0.31,0.235,0.09,0.1375,0.0545,0.034,0.0415,7
2,0.46,0.375,0.12,0.4965,0.1815,0.0965,0.195,8
2,0.495,0.355,0.115,0.4715,0.2075,0.091,0.15,7
0,0.58,0.445,0.145,1.0635,0.342,0.2245,0.31,10
2,0.5,0.38,0.125,0.6015,0.2765,0.1205,0.19,8
1,0.44,0.335,0.125,0.385,0.1525,0.1065,0.12,7
1,0.725,0.57,0.195,2.037,0.8295,0.4265,0.575,11
1,0.53,0.42,0.14,0.6355,0.2505,0.1635,0.185,10
2,0.415,0.31,0.09,0.3355,0.1545,0.0685,0.086,7
2,0.275,0.2,0.075,0.099,0.037,0.028,0.03,6
2,0.23,0.175,0.05,0.067,0.027,0.0125,0.02,5
2,0.405,0.305,0.1,0.306,0.1405,0.0505,0.09,7
1,0.545,0.42,0.115,0.7665,0.282,0.1645,0.215,10
2,0.505,0.39,0.125,0.513,0.2295,0.1055,0.146,7
0,0.39,0.285,0.09,0.252,0.11,0.0595,0.07,8
1,0.545,0.44,0.16,1.0045,0.4435,0.1905,0.265,9
2,0.525,0.4,0.125,0.6935,0.3,0.141,0.1765,8
1,0.53,0.415,0.13,0.8825,0.37,0.2145,0.195,9
1,0.68,0.52,0.175,1.5245,0.7305,0.3255,0.391,10
0,0.575,0.45,0.15,0.848,0.4,0.1715,0.24,10
0,0.185,0.135,0.04,0.027,0.0115,0.0065,0.009,4
0,0.515,0.395,0.16,0.7145,0.348,0.1655,0.1955,9
1,0.66,0.525,0.175,1.521,0.69,0.3625,0.4395,11
1,0.6,0.47,0.15,1.0705,0.4425,0.231,0.3,9
2,0.355,0.265,0.09,0.213,0.081,0.0485,0.055,7
0,0.63,0.475,0.155,1.133,0.4135,0.29,0.35,10
0,0.725,0.57,0.165,2.073,1.0815,0.407,0.3745,9
1,0.615,0.475,0.145,1.1605,0.5305,0.2195,0.28,10
2,0.45,0.355,0.125,0.462,0.2135,0.0985,0.14,8
0,0.55,0.41,0.165,0.9205,0.44,0.1915,0.2475,9
1,0.48,0.365,0.135,0.5465,0.2735,0.0995,0.158,9
2,0.53,0.43,0.145,0.728,0.2945,0.1845,0.22,9
0,0.615,0.48,0.185,1.2425,0.4105,0.1915,0.415,16
2,0.55,0.435,0.12,0.7205,0.3165,0.1445,0.2,8
1,0.595,0.475,0.17,1.0955,0.4155,0.2135,0.4,13
0,0.45,0.345,0.13,0.4415,0.1755,0.0905,0.14,12
1,0.515,0.405,0.14,0.7115,0.3675,0.1465,0.19,9
1,0.545,0.42,0.135,0.732,0.3065,0.1605,0.245,10
1,0.52,0.415,0.145,0.8625,0.3495,0.1725,0.26,12
1,0.6,0.47,0.145,1.1175,0.5045,0.269,0.315,15
2,0.28,0.21,0.07,0.1085,0.039,0.014,0.03,6
0,0.62,0.48,0.2,1.33,0.477,0.2845,0.46,15
2,0.36,0.27,0.1,0.217,0.0865,0.053,0.0745,9
2,0.465,0.355,0.11,0.3655,0.1515,0.081,0.12,7
0,0.63,0.49,0.165,1.0645,0.507,0.2175,0.309,8
2,0.335,0.25,0.08,0.2485,0.109,0.051,0.055,6
1,0.59,0.445,0.145,0.9885,0.4235,0.207,0.23,9
1,0.635,0.5,0.15,1.224,0.6055,0.296,0.3105,10
2,0.44,0.375,0.12,0.525,0.2085,0.1195,0.155,15
0,0.505,0.39,0.15,0.605,0.239,0.132,0.1835,7
2,0.455,0.37,0.105,0.4995,0.2085,0.095,0.14,8
0,0.585,0.465,0.18,1.0165,0.4305,0.2245,0.355,18
0,0.625,0.47,0.155,1.107,0.4635,0.2655,0.32,11
0,0.485,0.385,0.135,0.654,0.2635,0.1485,0.2195,9
1,0.59,0.47,0.145,0.927,0.4345,0.2385,0.235,10
0,0.695,0.54,0.165,1.6465,0.7455,0.3865,0.4,11
1,0.55,0.425,0.16,0.664,0.3275,0.1335,0.2,12
1,0.66,0.51,0.19,1.4575,0.705,0.2875,0.3725,12
1,0.47,0.375,0.135,0.487,0.167,0.0865,0.155,15
0,0.645,0.51,0.175,1.1835,0.556,0.2565,0.323,9
0,0.525,0.38,0.145,0.654,0.2945,0.1535,0.185,12
1,0.54,0.41,0.165,0.8115,0.24,0.169,0.24,19
2,0.465,0.355,0.105,0.452,0.1905,0.08,0.15,9
1,0.71,0.555,0.215,1.908,0.5325,0.3565,0.475,11
2,0.55,0.435,0.14,0.844,0.3,0.1785,0.24,10
0,0.58,0.45,0.155,0.872,0.3775,0.1625,0.26,12
0,0.575,0.45,0.14,0.858,0.4325,0.18,0.24,9
1,0.695,0.55,0.22,1.834,0.566,0.437,0.455,14
0,0.64,0.485,0.165,1.2355,0.531,0.3035,0.3225,9
2,0.405,0.305,0.09,0.2715,0.105,0.0575,0.095,7
0,0.575,0.47,0.155,1.0115,0.4575,0.2485,0.24,9
0,0.565,0.44,0.155,0.8735,0.413,0.21,0.22,9
1,0.575,0.46,0.14,0.8705,0.4355,0.1545,0.24,9
1,0.585,0.475,0.145,0.984,0.475,0.2285,0.28,11
2,0.415,0.32,0.1,0.3795,0.1525,0.0745,0.11,7
2,0.32,0.255,0.085,0.1745,0.073,0.039,0.06,6
2,0.415,0.33,0.1,0.3595,0.17,0.081,0.09,7
0,0.57,0.45,0.165,1.0705,0.4895,0.2235,0.31,11
1,0.67,0.515,0.2,1.543,0.6645,0.296,0.36,10
0,0.54,0.425,0.17,0.8415,0.3755,0.1815,0.235,10
2,0.395,0.315,0.085,0.3265,0.1385,0.08,0.0985,7
1,0.535,0.425,0.16,0.7655,0.3155,0.1535,0.215,14
0,0.63,0.53,0.2,1.3905,0.61,0.3035,0.43,10
1,0.575,0.45,0.155,0.9895,0.4955,0.2185,0.235,9
1,0.555,0.45,0.15,0.927,0.342,0.186,0.265,12
2,0.495,0.395,0.12,0.594,0.2905,0.1295,0.1495,8
1,0.575,0.465,0.15,0.9785,0.4005,0.196,0.2475,10
1,0.62,0.5,0.18,1.2435,0.5865,0.2575,0.37,10
0,0.345,0.25,0.075,0.197,0.0665,0.041,0.05,9
0,0.645,0.51,0.165,1.3595,0.586,0.318,0.3935,10
0,0.59,0.47,0.16,0.9555,0.363,0.213,0.295,13
1,0.735,0.595,0.205,2.236,1.1955,0.4465,0.58,11
0,0.58,0.47,0.17,1.1705,0.4835,0.273,0.315,11
0,0.575,0.44,0.13,0.7665,0.3355,0.1815,0.189,9
0,0.385,0.305,0.09,0.3095,0.147,0.0595,0.09,7
1,0.565,0.455,0.165,1.043,0.419,0.2295,0.305,10
0,0.505,0.385,0.125,0.6265,0.2835,0.0945,0.195,14
1,0.52,0.425,0.125,0.7545,0.305,0.1735,0.2185,10
0,0.62,0.45,0.145,1.1285,0.5915,0.2325,0.25,8
1,0.645,0.525,0.175,1.406,0.5105,0.349,0.37,10
1,0.61,0.48,0.18,1.2795,0.4835,0.29,0.41,14
2,0.51,0.4,0.13,0.639,0.3035,0.1345,0.16,8
1,0.58,0.445,0.185,0.9885,0.382,0.1845,0.41,10
2,0.44,0.34,0.11,0.3425,0.1385,0.0955,0.105,8
2,0.605,0.48,0.145,1.1775,0.54,0.2715,0.295,13
1,0.67,0.515,0.19,1.494,0.5635,0.2435,0.58,21
2,0.43,0.34,0.11,0.384,0.1515,0.0745,0.125,10
0,0.48,0.355,0.1,0.438,0.194,0.073,0.125,7
2,0.285,0.21,0.065,0.1075,0.0415,0.024,0.034,7
0,0.605,0.47,0.17,1.1345,0.547,0.2095,0.28,12
